```link,timestamp,Facebook user id
http://eepurl.com/5-UTj,2015-12-01T00:49:29+0000,10204928601969051
http://eepurl.com/5-UTj,2015-12-01T00:49:29+0000,10153174162442624
http://eepurl.com/5-UTj,2015-12-01T00:49:29+0000,954390767961887
http://eepurl.com/5-UTj,2015-12-01T00:49:29+0000,10156247739920587
http://eepurl.com/5-UTj,2015-12-01T00:49:29+0000,10207365643915862
http://eepurl.com/5-UTj,2015-12-01T00:49:29+0000,10102510828306741
http://eepurl.com/5-UTj,2015-12-01T00:49:29+0000,10153787518283103
http://callfrank.org/,2015-11-01T23:22:41+0000,10102002912683723
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10102002912683723
http://callfrank.org/,2015-11-01T23:22:41+0000,10156247739920587
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10156247739920587
http://callfrank.org/,2015-11-01T23:22:41+0000,10156247766205414
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10156247766205414
http://callfrank.org/,2015-11-01T23:22:41+0000,10207365643915862
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10207365643915862
http://callfrank.org/,2015-11-01T23:22:41+0000,10153175284240894
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10153175284240894
http://callfrank.org/,2015-11-01T23:22:41+0000,10207040390282507
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10207040390282507
http://callfrank.org/,2015-11-01T23:22:41+0000,10156402311270595
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10156402311270595
http://callfrank.org/,2015-11-01T23:22:41+0000,10153118621451924
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10153118621451924
http://callfrank.org/,2015-11-01T23:22:41+0000,10154337732077388
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10154337732077388
http://callfrank.org/,2015-11-01T23:22:41+0000,10153828658628092
https://www.facebook.com/david.chouinard/posts/10156103564830637),2015-11-01T23:22:41+0000,10153828658628092
http://goo.gl/forms/vgG4bSNtd1,2015-10-15T17:08:57+0000,10102002912683723
http://goo.gl/forms/vgG4bSNtd1,2015-10-15T17:08:57+0000,10208490811253524
http://goo.gl/forms/vgG4bSNtd1,2015-10-15T17:08:57+0000,10103380879457331
http://goo.gl/forms/vgG4bSNtd1,2015-10-15T17:08:57+0000,10204928601969051
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10102172100559925
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10100732693308538
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10156247766205414
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,851691806151
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10156247739920587
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10102510828306741
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10205666046994634
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10154337732077388
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10153393103891799
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,551773838303733
https://medium.com/@davidchouinard/chums-mates-9e335e6f2ac9,2015-08-24T17:31:07+0000,10207040390282507
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10207365643915862
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10201544345606908
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153713099291605
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10100158767520432
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10101331092947076
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153268714671305
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,568720341
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153329248599779
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153118621451924
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153800428586202
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10205257105291903
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,801272233331774
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153130682197391
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10100732693308538
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,483804918473616
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,1286303858062985
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10156247739920587
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153629881726131
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10208514442318135
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10156402311270595
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,837367042611
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10154337732077388
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10153728201143194
https://docs.google.com/document/d/1CPkZYHEcp1ChDM8WAEcbLv8xyK3inZE5rjbVFgSaziw/edit,2015-07-27T21:58:23+0000,10154310728064338
